tweet,polarity,subjectivity
"['new', 'post', 'on', 'my', 'blog', ':', 'marshawn', 'lynch', 'and', 'snoop', 'after', 'the', 'super', 'bowl']",0.23484848484848483,0.5606060606060606
"['marshawn', 'lynch', 'press', 'conference', '.', 'all', 'he', 'had', 'to', 'say']",0.0,0.0
"['.', 'marshawn', ""lynch's"", 'interviews', 'are', 'goat']",0.0,0.0
"['remeber', 'to', 'run', 'the', 'ball', 'ben', '!', 'give', 'it', 'to', 'marshawn', 'lynch']",0.0,0.0
"['marshawn', 'lynch', 'and', 'richard', 'sherman', 'talk', 'movies', ':', 'biscuits', 'and', 'gravy', ',', 'yall']",0.0,0.0
"['marshawn', 'lynch', 'and', 'rob', 'gronkowski', 'play', '""', 'mortal', 'kombat', 'x', '""', 'with', 'conan', ""o'brien""]",0.0,0.0
"[""doesn't"", 'marshawn', 'lynch', 'drive', 'a', 'lime', 'green', 'lambo', '?']",-0.2,0.3
"[""'"", ""'"", 'seattle', 'seahawks', 'rb', 'marshawn', 'lynch', 'chills', 'with', 'snoop', 'dogg', 'after', 'super', 'bowl', 'xlix', ':', 'seattle', '...']",0.3333333333333333,0.6666666666666666
"['emmanuel', 'hudson', 'as', 'marshawn', 'lynch', 'in', '""', 'the', 'interview', '""', '(', 'comedy', 'sketch', ')']",0.0,0.0
"['seattle', ""seahawk's"", 'marshawn', 'lynch', 'breaks', 'silence', 'to', 'media', ':', 'via']",0.0,0.0
"['everyone', 'is', 'saying', 'marshawn', 'lynch', 'should', 'have', 'gotten', 'the', 'ball', 'but', 'what', 'if', 'he', 'ran', 'out', 'of', 'skittles', 'and', 'pete', 'carroll', 'knew', 'it', '?']",0.0,0.0
"['seattle', 'seahawks', 'rb', 'marshawn', 'lynch', 'chills', 'with', 'snoop', 'dogg', 'after', 'super', 'bowl', 'xlix', ':', 'seattle', 'seah', '...']",0.3333333333333333,0.6666666666666666
"['marshawn', 'lynch', 'is', 'so', 'unprofessional', '.', 'glad', 'you', 'lost', '.', '-', '_', '-']",0.5,1.0
"['marshawn', 'lynch', 'be', 'like', '..']",0.0,0.0
